PEN | 2018-12-31 : 0.1817 : 122.2 | 2018-09-30 : -0.55 : 149.7 | 2018-06-30 : 0.37 : 138.15 | 2018-03-31 : 0.15 : 115.65 | 2017-12-31 : 0.27 : 94.1 | 2017-09-30 : 0.01 : 90.3
ACOR | 2018-12-31 : 0.2 : 15.58 | 2018-09-30 : -0.29 : 19.65 | 2018-06-30 : 0.98 : 28.7 | 2018-03-31 : -0.18 : 23.65 | 2017-12-31 : -3.72 : 21.45 | 2017-09-30 : -0.55 : 23.65
BLK | 2018-12-31 : 5.75 : 389.8558 | 2018-09-30 : 7.54 : 464.1916 | 2018-06-30 : 6.62 : 488.2652 | 2018-03-31 : 6.68 : 527.1674 | 2017-12-31 : 13.95 : 497.2693 | 2017-09-30 : 5.76 : 430.6227
PRU | 2018-12-31 : 1.99 : 80.6839 | 2018-09-30 : 3.9 : 99.2529 | 2018-06-30 : 0.46 : 90.7678 | 2018-03-31 : 3.14 : 99.6303 | 2017-12-31 : 8.57 : 109.7178 | 2017-09-30 : 5.09 : 100.7605
RLGY | 2018-12-31 : -0.16 : 14.5735 | 2018-09-30 : 0.83 : 20.3862 | 2018-06-30 : 0.96 : 22.4218 | 2018-03-31 : -0.51 : 26.7302 | 2017-12-31 : 1.85 : 25.875 | 2017-09-30 : 0.69 : 32.0621
TAK | 2018-12-31 : 0.2124 : 16.82 | 2018-09-30 : 0.2758 : 21.37 | 2018-06-30 : 0.4561 : 20.5081 | 2018-03-31 : -0.3194 : 23.9522 | 2017-12-31 : 0.3833 : 27.4866 | 2017-09-30 : 0.1608 : 26.7524
LEXEA | 2018-12-31 : -0.27 : 39.11 | 2018-09-30 : -0.74 : 47.04 | 2018-06-30 : -0.47 : 43.94 | 2018-03-31 : -0.77 : 39.28 | 2017-12-31 : -1.67 : 44.33 | 2017-09-30 : 0.24 : 53.11
BEAT | 2018-12-31 : 0.29 : 59.72 | 2018-09-30 : 0.45 : 64.45 | 2018-06-30 : 0.29 : 45.0 | 2018-03-31 : 0.17 : 31.05 | 2017-12-31 : -0.52 : 29.9 | 2017-09-30 : -0.07 : 33.0
AOS | 2018-12-31 : 0.74 : 42.5037 | 2018-09-30 : 0.61 : 52.8483 | 2018-06-30 : 0.66 : 58.3935 | 2018-03-31 : 0.57 : 62.5963 | 2017-12-31 : 0.13 : 60.1599 | 2017-09-30 : 0.54 : 58.2067
CHE | 2018-12-31 : 3.25 : 283.0222 | 2018-09-30 : 3.06 : 318.9922 | 2018-06-30 : 3.27 : 320.9139 | 2018-03-31 : 2.66 : 271.8668 | 2017-12-31 : 3.26 : 241.8705 | 2017-09-30 : 2.13 : 200.8508
GPK | 2018-12-31 : 0.15 : 10.5764 | 2018-09-30 : 0.3 : 13.8324 | 2018-06-30 : 0.16 : 14.25 | 2018-03-31 : 0.1 : 14.9981 | 2017-12-31 : 0.56 : 15.0236 | 2017-09-30 : 0.15 : 13.499
VIAV | 2018-12-31 : 0.06 : 10.05 | 2018-09-30 : -0.07 : 11.34 | 2018-06-30 : -0.12 : 10.24 | 2018-03-31 : -0.04 : 9.72 | 2017-12-31 : -0.0048 : 8.74 | 2017-09-30 : -0.03 : 9.46
CLDR | 2018-10-31 : -0.17 : 13.76 | 2018-07-31 : -0.22 : 13.39 | 2018-04-30 : -0.35 : 14.25 | 2018-01-31 : -0.11 : 18.72 | 2017-10-31 : -0.4 : 15.13 | 2017-07-31 : -0.48 : 17.25
PFG | 2018-12-31 : 0.84 : 43.7169 | 2018-09-30 : 1.59 : 57.3586 | 2018-06-30 : 1.58 : 51.344 | 2018-03-31 : 1.36 : 58.5122 | 2017-12-31 : 2.86 : 67.2173 | 2017-09-30 : 2.76 : 60.8677
AVD | 2018-09-30 : 0.22 : 17.9346 | 2018-06-30 : 0.19 : 22.8667 | 2018-03-31 : 0.16 : 20.1094 | 2017-12-31 : 0.28 : 19.5429 | 2017-09-30 : 0.14 : 22.7434 | 2017-06-30 : 0.15 : 17.132
JACK | 2018-12-31 : 1.31 : 77.2445 | 2018-09-30 : 0.62 : 83.0331 | 2018-06-30 : 1.6 : 83.9389 | 2018-03-31 : 1.62 : 83.7387 | 2017-12-31 : 0.41 : 95.8573 | 2017-09-30 : 1.01 : 99.195
CYH | 2018-12-31 : -2.91 : 2.82 | 2018-09-30 : -2.88 : 3.46 | 2018-06-30 : -0.97 : 3.32 | 2018-03-31 : -0.22 : 3.96 | 2017-12-31 : -18.01 : 4.26 | 2017-09-30 : -0.98 : 7.68
AMZN | 2018-12-31 : 6.04 : 1501.97
NFBK | 2018-12-31 : 0.21 : 13.4578 | 2018-09-30 : 0.19 : 15.6933 | 2018-06-30 : 0.23 : 16.2825 | 2018-03-31 : 0.22 : 15.1972 | 2017-12-31 : -0.04 : 16.524 | 2017-09-30 : 0.17 : 16.6862
WDR | 2018-12-31 : 0.59 : 17.5816 | 2018-09-30 : 0.58 : 20.3505 | 2018-06-30 : 0.55 : 17.0453 | 2018-03-31 : 0.56 : 18.9218 | 2017-12-31 : 0.36 : 20.678 | 2017-09-30 : 0.64 : 18.1567
FIBK | 2018-12-31 : 0.66 : 36.2796 | 2018-09-30 : 0.71 : 44.1635 | 2018-06-30 : 0.74 : 41.3342 | 2018-03-31 : 0.65 : 38.4793 | 2017-12-31 : 0.6 : 38.6878 | 2017-09-30 : 0.48 : 36.7205
RRR | 2018-12-31 : 0.11 : 20.2331 | 2018-09-30 : 0.2 : 26.4364 | 2018-06-30 : 0.82 : 33.1223 | 2018-03-31 : 0.65 : 28.8648 | 2017-12-31 : 0.34 : 33.1577 | 2017-09-30 : 0.16 : 22.6747
RRC | 2018-12-31 : -7.17 : 9.5523 | 2018-09-30 : 0.19 : 16.9326 | 2018-06-30 : -0.32 : 16.6519 | 2018-03-31 : 0.2 : 14.4547 | 2017-12-31 : 0.89 : 16.9373 | 2017-09-30 : -0.52 : 19.4053
CSX | 2018-12-31 : 1.01 : 61.925 | 2018-09-30 : 1.05 : 73.5825 | 2018-06-30 : 1.01 : 63.191 | 2018-03-31 : 0.78 : 55.0064 | 2017-12-31 : 4.54 : 54.0985 | 2017-09-30 : 0.51 : 53.1562
RMBS | 2018-12-31 : -0.02 : 7.67 | 2018-09-30 : -0.97 : 10.91 | 2018-06-30 : -0.14 : 12.54 | 2018-03-31 : -0.33 : 13.43 | 2017-12-31 : -0.33 : 14.22 | 2017-09-30 : 0.07 : 13.35
MTB | 2018-12-31 : 3.74 : 142.303 | 2018-09-30 : 3.53 : 162.6195 | 2018-06-30 : 3.26 : 167.2106 | 2018-03-31 : 2.23 : 180.3428 | 2017-12-31 : 2.01 : 166.5999 | 2017-09-30 : 2.21 : 156.2095
CSGP | 2018-12-31 : 2.29 : 337.34 | 2018-09-30 : 1.61 : 420.84 | 2018-06-30 : 1.2 : 412.63 | 2018-03-31 : 1.44 : 362.68 | 2017-12-31 : 1.26 : 296.95 | 2017-09-30 : 1.04 : 268.25
BERY | 2018-12-31 : 0.66 : 47.53 | 2018-09-30 : 1.0 : 48.39 | 2018-06-30 : 0.81 : 45.94 | 2018-03-31 : 0.66 : 54.81 | 2017-12-31 : 1.2 : 58.67 | 2017-09-30 : 0.81 : 56.65
CUBE | 2018-12-31 : 0.25 : 28.4069 | 2018-09-30 : 0.23 : 27.9378 | 2018-06-30 : 0.21 : 31.2173 | 2018-03-31 : 0.19 : 27.0703 | 2017-12-31 : 0.21 : 27.4682 | 2017-09-30 : 0.21 : 24.402
LTC | 2018-12-31 : 0.77 : 40.9796 | 2018-09-30 : 0.88 : 42.81 | 2018-06-30 : 1.73 : 40.9486 | 2018-03-31 : 0.51 : 35.8836 | 2017-12-31 : 0.5 : 40.5247 | 2017-09-30 : 0.52 : 43.1802
SPH | 2018-12-31 : 0.45 : 18.7755 | 2018-09-30 : -0.83 : 22.3236 | 2018-06-30 : -0.27 : 21.7041 | 2018-03-31 : 1.73 : 19.8038 | 2017-12-31 : 0.6 : 21.2756 | 2017-09-30 : -0.83 : 22.3942
CRH | 2008-06-30 : 0.7411 : 0.0 | 2008-03-31 : 0.7102 : 0.0 | 2007-12-31 : 1.222 : 0.0 | 2007-09-30 : 1.16 : 0.0 | 2007-06-30 : 0.6202 : 0.0 | 2007-03-31 : 0.6026 : 0.0
SBRA | 2018-12-31 : -0.11 : 16.1132 | 2018-09-30 : 0.2 : 22.1121 | 2018-06-30 : 1.08 : 20.3781 | 2018-03-31 : 0.34 : 16.1715 | 2017-12-31 : 0.82 : 16.737 | 2017-09-30 : 0.11 : 19.0267
TEO | 2018-09-30 : -1.017 : 17.42 | 2018-06-30 : -0.8468 : 17.74 | 2018-03-31 : 0.4101 : 31.33 | 2017-12-31 : 1.158 : 34.2175 | 2017-09-30 : 0.3326 : 27.1365 | 2017-06-30 : 0.3406 : 22.297
SJR | 2018-11-30 : 0.2752 : 18.5028 | 2018-08-31 : 0.2975 : 19.5618 | 2018-05-31 : -0.1401 : 19.2826 | 2018-02-28 : -0.2621 : 18.3032 | 2017-11-30 : 0.1749 : 20.7252 | 2017-08-31 : 0.754 : 20.4746
DO | 2018-12-31 : -0.57 : 9.44 | 2018-09-30 : -0.37 : 20.0 | 2018-06-30 : -0.5 : 20.86 | 2018-03-31 : 0.14 : 14.66 | 2017-12-31 : -0.24 : 18.59 | 2017-09-30 : 0.08 : 14.5
IIPR | 2018-09-30 : 0.21 : 48.24 | 2018-06-30 : 0.17 : 36.62 | 2018-03-31 : 0.09 : 26.75 | 2017-12-31 : 0.08 : 32.31 | 2017-09-30 : 0.09 : 18.7 | 2017-06-30 : -0.13 : 16.75
ITCI | 2018-12-31 : -0.75 : 11.39 | 2018-09-30 : -0.76 : 21.7 | 2018-06-30 : -0.68 : 17.67 | 2018-03-31 : -0.65 : 21.05 | 2017-12-31 : -0.56 : 14.48 | 2017-09-30 : -0.53 : 15.78
INVA | 2018-12-31 : 2.34 : 17.45 | 2018-09-30 : 0.43 : 15.24 | 2018-06-30 : 0.49 : 13.8 | 2018-03-31 : 0.27 : 16.67 | 2017-12-31 : 0.5 : 14.19 | 2017-09-30 : 0.21 : 14.12
DVAX | 2018-12-31 : -0.64 : 9.15 | 2018-09-30 : -0.65 : 12.4 | 2018-06-30 : -0.63 : 15.25 | 2018-03-31 : -0.63 : 19.85 | 2017-12-31 : -0.45 : 18.7 | 2017-09-30 : -0.38 : 21.5
AMD | 2018-12-31 : 0.03 : 18.46 | 2018-09-30 : 0.09 : 30.89 | 2018-06-30 : 0.11 : 14.99 | 2018-03-31 : 0.08 : 10.05 | 2017-12-31 : -0.02 : 10.28 | 2017-09-30 : 0.06 : 12.75
ERJ | 2018-09-30 : -0.116 : 19.5804 | 2018-06-30 : -0.69 : 24.8737 | 2018-03-31 : -0.0672 : 25.8766 | 2017-12-31 : 0.2244 : 23.7945 | 2017-09-30 : 0.5648 : 22.4003 | 2017-06-30 : 0.3352 : 17.9054
CCU | 2018-12-31 : 0.4994 : 25.13 | 2018-09-30 : 0.1758 : 27.4534 | 2018-06-30 : 1.451 : 24.5408 | 2018-03-31 : 0.511 : 28.5848 | 2017-12-31 : 0.4765 : 28.75 | 2017-09-30 : 0.1615 : 25.9659
FPAC | 2018-09-30 : 0.04 : 9.6325 | 2018-06-30 : 0.0032 : 9.75
AMN | 2018-12-31 : 0.74 : 56.66 | 2018-09-30 : 0.58 : 54.7 | 2018-06-30 : 0.73 : 58.6 | 2018-03-31 : 0.87 : 56.75 | 2017-12-31 : 0.83 : 49.25 | 2017-09-30 : 0.57 : 45.7
BOX | 2019-01-31 : -0.14 : 20.92 | 2018-10-31 : -0.28 : 18.0 | 2018-07-31 : -0.27 : 23.96 | 2018-04-30 : -0.26 : 22.86 | 2018-01-31 : -0.24 : 22.24 | 2017-10-31 : -0.32 : 21.95
INGR | 2018-12-31 : 1.37 : 90.79 | 2018-09-30 : 1.32 : 103.544 | 2018-06-30 : 1.57 : 108.5537 | 2018-03-31 : 1.9 : 125.7408 | 2017-12-31 : 1.34 : 135.709 | 2017-09-30 : 2.26 : 116.6074
AGM.A | 2018-12-31 : 1.82 : 56.4244 | 2018-09-30 : 2.46 : 0.0 | 2018-06-30 : 2.45 : 0.0 | 2018-03-31 : 2.1 : 0.0 | 2017-12-31 : 1.54 : 0.0 | 2017-09-30 : 1.71 : 0.0
ACIA | 2018-12-31 : 0.22 : 38.0 | 2018-09-30 : 0.19 : 41.37 | 2018-06-30 : -0.08 : 34.81 | 2018-03-31 : -0.23 : 38.46 | 2017-12-31 : -0.53 : 36.23 | 2017-09-30 : 0.44 : 47.1
MAR | 2018-12-31 : 1.2 : 108.2094 | 2018-09-30 : 1.38 : 131.1404 | 2018-06-30 : 1.71 : 125.3351 | 2018-03-31 : 1.09 : 134.2284 | 2017-12-31 : 0.33 : 133.6701 | 2017-09-30 : 1.29 : 108.302
ENPH | 2018-12-31 : 0.01 : 4.73 | 2018-09-30 : -0.03 : 4.85 | 2018-06-30 : -0.04 : 6.73 | 2018-03-31 : -0.06 : 4.57 | 2017-12-31 : -0.02 : 2.41 | 2017-09-30 : -0.08 : 1.52
CCOI | 2018-12-31 : 0.15 : 44.6679 | 2018-09-30 : 0.18 : 54.5047 | 2018-06-30 : 0.14 : 51.6218 | 2018-03-31 : 0.15 : 41.5211 | 2017-12-31 : -0.14 : 42.8458 | 2017-09-30 : 0.08 : 45.7665
FELE | 2018-12-31 : 0.51 : 42.7482 | 2018-09-30 : 0.63 : 46.9721 | 2018-06-30 : 0.64 : 44.7259 | 2018-03-31 : 0.45 : 40.3021 | 2017-12-31 : 0.17 : 45.2877 | 2017-09-30 : 0.52 : 44.1472
AXE | 2018-12-31 : 1.22 : 54.31 | 2018-09-30 : 1.4 : 70.3 | 2018-06-30 : 1.02 : 63.3 | 2018-03-31 : 0.94 : 75.75 | 2017-12-31 : 0.0 : 76.0 | 2017-09-30 : 1.11 : 85.0
VRNS | 2018-12-31 : 0.23 : 52.9 | 2018-09-30 : -0.25 : 73.25 | 2018-06-30 : -0.44 : 74.5 | 2018-03-31 : -0.53 : 60.5 | 2017-12-31 : 0.26 : 48.55 | 2017-09-30 : -0.12 : 41.9
SEMG | 2018-12-31 : -0.08 : 13.3663 | 2018-09-30 : 0.03 : 20.8178 | 2018-06-30 : -0.11 : 23.5237 | 2018-03-31 : -0.48 : 19.4604 | 2017-12-31 : 0.05 : 26.8578 | 2017-09-30 : -0.25 : 25.0659
CONE | 2018-12-31 : -1.078 : 52.4126 | 2018-09-30 : -0.43 : 62.2913 | 2018-06-30 : 1.06 : 56.9137 | 2018-03-31 : 0.45 : 49.5426 | 2017-12-31 : 0.04 : 57.0644 | 2017-09-30 : -0.61 : 56.0912
REXR | 2018-12-31 : 0.13 : 29.3173 | 2018-09-30 : 0.07 : 31.6211 | 2018-06-30 : 0.06 : 30.8989 | 2018-03-31 : 0.15 : 28.1946 | 2017-12-31 : 0.15 : 28.3969 | 2017-09-30 : 0.01 : 27.7336
NUE | 2018-12-31 : 2.07 : 51.4501 | 2018-09-30 : 2.13 : 62.5288 | 2018-06-30 : 2.13 : 61.2228 | 2018-03-31 : 1.1 : 59.4805 | 2017-12-31 : 1.2 : 61.5144 | 2017-09-30 : 0.79 : 53.9005
DDD | 2018-12-31 : -0.04 : 10.17 | 2018-09-30 : -0.1 : 18.9 | 2018-06-30 : -0.08 : 13.81 | 2018-03-31 : -0.19 : 11.59 | 2017-12-31 : -0.09 : 8.64 | 2017-09-30 : -0.34 : 13.39
TSC | 2018-12-31 : 0.5 : 19.46 | 2018-09-30 : 0.47 : 27.6 | 2018-06-30 : 0.48 : 26.1 | 2018-03-31 : 0.36 : 23.25 | 2017-12-31 : 0.42 : 23.0 | 2017-09-30 : 0.35 : 22.9
PRAH | 2018-12-31 : 1.08 : 91.96 | 2018-09-30 : 0.02 : 110.19 | 2018-06-30 : 0.64 : 93.36 | 2018-03-31 : 0.59 : 82.96 | 2017-12-31 : -0.27 : 91.07 | 2017-09-30 : 0.73 : 76.17
GGB | 2018-12-31 : 0.06 : 3.7345 | 2018-09-30 : 0.1167 : 4.1465 | 2018-06-30 : 0.1144 : 3.457 | 2018-03-31 : 0.0812 : 4.5299 | 2017-12-31 : -0.2485 : 3.6094 | 2017-09-30 : 0.0253 : 3.3204
BV | 2018-12-31 : -0.09 : 10.21 | 2018-09-30 : -0.13 : 16.05 | 2018-06-30 : -0.02 : 21.95
GDOT | 2018-12-31 : 0.26 : 79.52 | 2018-09-30 : 0.08 : 88.82 | 2018-06-30 : 0.55 : 73.39 | 2018-03-31 : 1.29 : 64.16 | 2017-12-31 : 0.21 : 60.26 | 2017-09-30 : 0.26 : 49.58
TTM | 2018-12-31 : -5.509 : 12.18 | 2018-09-30 : -0.2202 : 15.36 | 2018-06-30 : -0.4177 : 19.55 | 2018-03-31 : 0.4864 : 25.7 | 2017-12-31 : 0.2713 : 33.07 | 2017-09-30 : 0.567 : 31.27
CTRP | 2018-12-31 : -0.3131 : 27.06 | 2018-09-30 : -0.3053 : 37.17 | 2018-06-30 : 0.6101 : 47.63 | 2018-03-31 : 0.2847 : 46.62 | 2017-12-31 : 0.0943 : 44.1 | 2017-09-30 : 0.3536 : 52.74
IRM | 2018-12-31 : 0.55 : 31.8485 | 2018-09-30 : 0.23 : 33.329 | 2018-06-30 : 0.33 : 33.2556 | 2018-03-31 : 0.16 : 30.6839 | 2017-12-31 : 0.08 : 34.6084 | 2017-09-30 : 0.09 : 35.1348
VNO | 2018-12-31 : 0.52 : 61.4072 | 2018-09-30 : 1.0 : 71.5987 | 2018-06-30 : 0.58 : 71.8639 | 2017-12-31 : 0.14 : 74.6584 | 2017-09-30 : -0.15 : 72.8219 | 2017-06-30 : 0.61 : 88.266
COLD | 2018-12-31 : 0.0 : 25.3719 | 2018-09-30 : 0.17 : 24.6704 | 2018-06-30 : 0.2 : 21.5493 | 2018-03-31 : -0.08 : 18.5139 | 2017-12-31 : 0.01 : 0.0 | 2017-09-30 : -0.17 : 0.0
ING | 2015-12-31 : 0.2079 : 11.7979 | 2015-09-30 : 0.3112 : 12.3852 | 2015-06-30 : 0.3868 : 14.3399 | 2015-03-31 : 0.519 : 12.5312 | 2014-12-31 : 0.1748 : 11.1245 | 2014-09-30 : 0.3181 : 12.1709
CNSL | 2018-12-31 : -0.2 : 9.2221 | 2018-09-30 : -0.21 : 11.778 | 2018-06-30 : -0.15 : 10.8389 | 2018-03-31 : -0.16 : 9.2957 | 2017-12-31 : 1.69 : 10.0188 | 2017-09-30 : -0.41 : 15.3816
TWST | 2018-12-31 : -1.18 : 23.09
WES | 2018-12-31 : 0.43 : 27.2231 | 2018-09-30 : 0.49 : 28.795 | 2018-06-30 : 0.31 : 33.8497 | 2018-03-31 : 0.46 : 30.8333 | 2017-12-31 : 0.45 : 34.1264 | 2017-09-30 : 0.44 : 37.3043
CNO | 2018-12-31 : 0.17 : 14.7898 | 2018-09-30 : -3.22 : 20.9684 | 2018-06-30 : 0.61 : 18.7272 | 2018-03-31 : 0.5 : 21.2065 | 2017-12-31 : -0.41 : 24.0645 | 2017-09-30 : 0.59 : 22.6685
HIW | 2018-12-31 : 0.52 : 38.2971 | 2018-09-30 : 0.32 : 46.293 | 2018-06-30 : 0.49 : 49.2326 | 2018-03-31 : 0.31 : 42.0885 | 2017-12-31 : 0.55 : 48.3764 | 2017-09-30 : 0.55 : 49.0767
XPER | 2018-12-31 : 1.68 : 18.2361 | 2018-09-30 : -0.44 : 14.514 | 2018-06-30 : -0.58 : 15.5456 | 2018-03-31 : -0.67 : 20.2276 | 2017-12-31 : 0.11 : 23.1218 | 2017-09-30 : -0.24 : 23.7402
CHRS | 2018-12-31 : -0.83 : 9.05 | 2018-09-30 : -0.87 : 16.5 | 2018-06-30 : -0.68 : 14.0 | 2018-03-31 : -0.74 : 11.05 | 2017-12-31 : -0.8 : 8.8 | 2017-09-30 : -1.09 : 13.35
AGO | 2018-12-31 : 0.85 : 38.1246 | 2018-09-30 : 1.47 : 41.891 | 2018-06-30 : 0.67 : 35.3057 | 2018-03-31 : 1.68 : 35.6084 | 2017-12-31 : 0.48 : 33.1657 | 2017-09-30 : 1.72 : 36.8234
TCF | 2018-12-31 : 0.51 : 19.3612 | 2018-09-30 : 0.51 : 23.4936 | 2018-06-30 : 0.34 : 24.1487 | 2018-03-31 : 0.39 : 22.2442 | 2017-12-31 : 0.58 : 19.8516 | 2017-09-30 : 0.29 : 16.432
TROX | 2018-12-31 : -0.05 : 7.7508 | 2018-09-30 : 0.05 : 11.8569 | 2018-06-30 : 0.29 : 19.472 | 2018-03-31 : -0.36 : 18.2009 | 2017-12-31 : 0.01 : 20.1979 | 2017-09-30 : -2.07 : 20.7429
TEAM | 2018-12-31 : 0.18 : 88.98 | 2018-09-30 : -1.03 : 96.14 | 2018-06-30 : -0.11 : 62.52 | 2018-03-31 : -0.06 : 53.92 | 2017-12-31 : -0.28 : 45.52 | 2017-09-30 : -0.05 : 35.15
WRK | 2018-12-31 : 0.54 : 37.321 | 2018-09-30 : 1.08 : 52.3053 | 2018-06-30 : 1.03 : 55.382 | 2018-03-31 : 0.86 : 61.869 | 2017-12-31 : 4.38 : 60.5359 | 2017-09-30 : 0.76 : 53.9363
SUPV | 2018-09-30 : 0.3043 : 7.67 | 2018-06-30 : 0.1284 : 10.58 | 2018-03-31 : 0.4025 : 30.1808 | 2017-12-31 : 0.7286 : 29.1662 | 2017-09-30 : 0.4421 : 24.5605 | 2017-06-30 : 0.4425 : 17.9461
PSTG | 2019-01-31 : -0.11 : 17.91 | 2018-10-31 : -0.12 : 20.18 | 2018-07-31 : -0.26 : 21.66 | 2018-04-30 : -0.29 : 20.23 | 2018-01-31 : -0.15 : 20.14 | 2017-10-31 : -0.14 : 16.43
FBP | 2018-12-31 : 0.46 : 8.577 | 2018-09-30 : 0.16 : 9.0455 | 2018-06-30 : 0.14 : 7.6042 | 2018-03-31 : 0.15 : 5.984 | 2017-12-31 : 0.11 : 5.0695 | 2017-09-30 : -0.05 : 5.0893
CHEF | 2018-12-31 : 0.3 : 31.98 | 2018-09-30 : 0.14 : 36.35 | 2018-06-30 : 0.24 : 28.5 | 2018-03-31 : 0.02 : 23.0 | 2017-12-31 : 0.35 : 20.5 | 2017-09-30 : 0.11 : 19.3
CTSH | 2018-12-31 : 1.12 : 63.3065 | 2018-09-30 : 0.82 : 76.7203 | 2018-06-30 : 0.78 : 78.3404 | 2018-03-31 : 0.88 : 79.628 | 2017-12-31 : -0.02 : 70.0783 | 2017-09-30 : 0.84 : 71.4357
CIVI | 2018-12-31 : 0.18 : 17.51 | 2018-09-30 : -0.04 : 14.75 | 2018-06-30 : 0.26 : 16.4 | 2018-03-31 : -0.07 : 15.4 | 2017-12-31 : 0.25 : 17.1 | 2017-09-30 : -0.29 : 18.45
CRM | 2019-01-31 : 0.46 : 151.97 | 2018-10-31 : 0.13 : 137.24 | 2018-07-31 : 0.39 : 137.15 | 2018-04-30 : 0.46 : 120.99 | 2018-01-31 : -0.04 : 113.91 | 2017-10-31 : 0.14 : 102.34
IGT | 2018-09-30 : 0.1 : 19.1945 | 2018-06-30 : 0.79 : 22.3716 | 2018-03-31 : -0.51 : 25.5286 | 2017-12-31 : 0.4 : 25.1446 | 2017-09-30 : -3.95 : 23.1198 | 2017-06-30 : -1.43 : 17.0621
OMF | 2018-12-31 : 1.24 : 24.1102 | 2018-09-30 : 1.09 : 33.3613 | 2018-06-30 : 0.05 : 33.0436 | 2018-03-31 : 0.91 : 29.7184 | 2017-12-31 : 0.28 : 25.7976 | 2017-09-30 : 0.51 : 27.9814
ALLE | 2018-12-31 : 1.39 : 79.4699 | 2018-09-30 : 1.21 : 90.0803 | 2018-06-30 : 1.19 : 76.7608 | 2018-03-31 : 0.75 : 84.4097 | 2017-12-31 : 0.1 : 78.5468 | 2017-09-30 : 0.94 : 85.2016
PYPL | 2018-12-31 : 0.49 : 84.09 | 2018-09-30 : 0.36 : 87.84 | 2018-06-30 : 0.44 : 83.27 | 2018-03-31 : 0.42 : 75.87 | 2017-12-31 : 0.51 : 73.62 | 2017-09-30 : 0.31 : 64.03
BPMP | 2018-12-31 : 0.35 : 15.2536 | 2018-09-30 : 0.34 : 18.1612 | 2018-06-30 : 0.29 : 20.0118 | 2018-03-31 : 0.29 : 16.7638 | 2017-12-31 : -0.1379 : 19.1663
FSS | 2018-12-31 : 0.53 : 19.8355 | 2018-09-30 : 0.36 : 26.6024 | 2018-06-30 : 0.44 : 23.0621 | 2018-03-31 : 0.21 : 21.7294 | 2017-12-31 : 0.5 : 19.7591 | 2017-09-30 : 0.21 : 20.8592
BIIB | 2018-12-31 : 4.75 : 300.92 | 2018-09-30 : 7.15 : 353.31 | 2018-06-30 : 4.18 : 290.24 | 2018-03-31 : 5.54 : 273.82 | 2017-12-31 : -1.38 : 318.57 | 2017-09-30 : 5.79 : 313.12
PENN | 2018-12-31 : -0.52 : 18.83 | 2018-09-30 : 0.38 : 32.92 | 2018-06-30 : 0.57 : 33.59 | 2018-03-31 : 0.48 : 26.26 | 2017-12-31 : -3.72 : 31.33 | 2017-09-30 : 8.43 : 23.39
FB | 2018-12-31 : 2.37 : 131.09
CCR | 2018-12-31 : 0.58 : 15.9676 | 2018-09-30 : 0.31 : 17.0163 | 2018-06-30 : 0.69 : 13.8665 | 2018-03-31 : 0.78 : 12.4451 | 2017-12-31 : 0.42 : 13.5131 | 2017-09-30 : 0.07 : 0.0
TME | 2017-12-31 : 0.0494 : 0.0
BLMN | 2018-12-31 : 0.12 : 17.8086 | 2018-09-30 : 0.04 : 19.6171 | 2018-06-30 : 0.28 : 19.8272 | 2018-03-31 : 0.68 : 23.8616 | 2017-12-31 : 0.14 : 20.8902 | 2017-09-30 : 0.06 : 17.1481
MKC | 2018-11-30 : 1.59 : 148.8293 | 2018-08-31 : 1.3 : 123.4305 | 2018-05-31 : 0.93 : 99.3883 | 2018-02-28 : 3.18 : 104.5572 | 2017-11-30 : 1.35 : 99.5435 | 2017-08-31 : 0.85 : 92.2324
GLPI | 2018-12-31 : 0.21 : 31.7049 | 2018-09-30 : 0.49 : 33.91 | 2018-06-30 : 0.43 : 33.83 | 2018-03-31 : 0.45 : 31.0641 | 2017-12-31 : 0.43 : 33.6893 | 2017-09-30 : 0.45 : 32.9937
ALXN | 2018-12-31 : -0.2 : 97.36 | 2018-09-30 : 1.47 : 139.01 | 2018-06-30 : -2.05 : 124.15 | 2018-03-31 : 1.11 : 111.46 | 2017-12-31 : 0.14 : 119.59 | 2017-09-30 : 0.35 : 140.29
HOLI | 2018-12-31 : 0.72 : 17.51 | 2018-09-30 : 0.46 : 21.1732 | 2018-06-30 : 0.44 : 21.9362 | 2018-03-31 : 0.36 : 24.4924 | 2017-12-31 : 0.6 : 22.065 | 2017-09-30 : 0.35 : 21.291
AEL | 2018-12-31 : 0.59 : 27.94 | 2018-09-30 : 1.85 : 35.0712 | 2018-06-30 : 1.03 : 35.706 | 2018-03-31 : 1.55 : 29.1202 | 2017-12-31 : 0.4 : 30.4791 | 2017-09-30 : 0.63 : 28.5958
UN | 2010-12-31 : 0.448 : 0.0 | 2010-09-30 : 1.46 : 0.0 | 2010-06-30 : 0.4582 : 0.0 | 2010-03-31 : 0.4704 : 0.0 | 2009-12-31 : 0.3013 : 0.0 | 2009-09-30 : 1.259 : 0.0
VRTS | 2018-12-31 : 0.04 : 78.9399 | 2018-09-30 : 3.19 : 112.4214 | 2018-06-30 : 2.75 : 126.0158 | 2018-03-31 : 2.77 : 121.4479 | 2017-12-31 : 0.44 : 112.4728 | 2017-09-30 : 2.21 : 113.0162
