MMI.out,NaN,21
MLNX.out,NaN,50
MLCO.out,NaN,50
MITT.out,NaN,30
MIME.out,NaN,13
MIC.out,NaN,50
MDSO.out,NaN,48
MDGL.out,NaN,50
MDB.out,NaN,5
MCRN.out,NaN,15
MC.out,NaN,19
MBUU.out,NaN,20
MANU.out,NaN,31
LYV.out,NaN,50
LYB.out,NaN,36
LXRX.out,NaN,50
LXP.out,NaN,50
LTXB.out,NaN,49
LPL.out,NaN,50
LORL.out,NaN,50
LOGM.out,NaN,48
LOCO.out,NaN,21
LNTH.out,NaN,18
LMNX.out,NaN,50
LIVN.out,NaN,50
LITE.out,NaN,15
LIND.out,NaN,27
LILA.out,NaN,14
LILAK.out,NaN,14
LGND.out,NaN,50
LGF.B.out,NaN,50
LGF.A.out,NaN,50
LFC.out,NaN,40
LEA.out,NaN,50
LC.out,NaN,17
LBRT.out,NaN,7
LBRDK.out,NaN,17
LBRDA.out,NaN,17
LAUR.out,NaN,12
LAIX.out,NaN,2
KW.out,NaN,46
KURA.out,NaN,16
KTOS.out,NaN,50
KRNT.out,NaN,16
KRA.out,NaN,40
KPFS.out,NaN,36
KOS.out,NaN,31
KNSA.out,NaN,3
KLXE.out,NaN,2
KL.out,NaN,50
KIDS.out,NaN,4
KEN.out,NaN,19
KAR.out,NaN,41
JT.out,NaN,5
JOUT.out,NaN,50
JKS.out,NaN,34
JG.out,NaN,3
JE.out,NaN,29
JELD.out,NaN,8
JD.out,NaN,21
JBSS.out,NaN,50
JBLU.out,NaN,50
JBL.out,NaN,50
JBGS.out,NaN,6
JAZZ.out,NaN,50
JAG.out,NaN,8
JACK.out,NaN,50
IVR.out,NaN,39
ITUB.out,NaN,50
ITCI.out,NaN,23
ISBC.out,NaN,50
IRWD.out,NaN,40
IRT.out,NaN,27
IRTC.out,NaN,9
IQ.out,NaN,4
IPOA.out,NaN,3
IPHS.out,NaN,50
IPG.out,NaN,50
IOVA.out,NaN,44
I.out,NaN,31
IONS.out,NaN,50
INVH.out,NaN,8
INVA.out,NaN,50
INTU.out,NaN,50
INTL.out,NaN,50
INSW.out,NaN,8
INST.out,NaN,13
INSP.out,NaN,3
INSM.out,NaN,50
INN.out,NaN,32
INGN.out,NaN,20
INFN.out,NaN,50
INCY.out,NaN,50
IMMU.out,NaN,50
IMGN.out,NaN,50
IMAX.out,NaN,50
IIPR.out,NaN,7
IIIV.out,NaN,3
IFRX.out,NaN,4
IDTI.out,NaN,50
ICPT.out,NaN,26
IBP.out,NaN,21
HUYA.out,NaN,4
HUN.out,NaN,50
HUD.out,NaN,3
HUBS.out,NaN,17
HTHT.out,NaN,35
HTH.out,NaN,50
HRTX.out,NaN,50
HRB.out,NaN,50
HPP.out,NaN,35
H.out,NaN,41
HONE.out,NaN,11
HOLX.out,NaN,50
HOLI.out,NaN,50
HNGR.out,NaN,50
HMY.out,NaN,50
HMTV.out,NaN,22
HMST.out,NaN,32
HLG.out,NaN,2
HIIQ.out,NaN,23
HII.out,NaN,34
HIFR.out,NaN,16
HHC.out,NaN,36
HEES.out,NaN,50
HDS.out,NaN,23
HCM.out,NaN,4
HASI.out,NaN,23
HALO.out,NaN,50
GWR.out,NaN,50
GWPH.out,NaN,28
GT.out,NaN,50
GTHX.out,NaN,7
GSHD.out,NaN,2
GRPN.out,NaN,32
GPRO.out,NaN,21
GPRK.out,NaN,28
GPK.out,NaN,50
G.out,NaN,50
GOOS.out,NaN,8
GNRC.out,NaN,36
GNL.out,NaN,15
GM.out,NaN,34
GLYC.out,NaN,19
GLUU.out,NaN,50
GLPG.out,NaN,17
GLNG.out,NaN,50
GLIBA.out,NaN,26
GLDD.out,NaN,50
GKOS.out,NaN,16
GILD.out,NaN,50
GIII.out,NaN,50
GHDX.out,NaN,50
GDS.out,NaN,8
GDI.out,NaN,7
GDDY.out,NaN,16
GBT.out,NaN,14
GATX.out,NaN,50
FWONK.out,NaN,11
FTNT.out,NaN,40
FTCH.out,NaN,2
FTAI.out,NaN,15
FSV.out,NaN,26
FSCT.out,NaN,5
FRPT.out,NaN,18
FRAC.out,NaN,8
FPH.out,NaN,6
F.out,NaN,50
FOLD.out,NaN,50
FNSR.out,NaN,50
FLXN.out,NaN,20
FLWS.out,NaN,50
FLOW.out,NaN,14
FLDM.out,NaN,35
FIXX.out,NaN,3
FIVN.out,NaN,22
FIVE.out,NaN,28
FG.out,NaN,9
FGEN.out,NaN,17
FF.out,NaN,50
FFIV.out,NaN,50
FEYE.out,NaN,22
FDP.out,NaN,50
FCN.out,NaN,50
FATE.out,NaN,25
FANG.out,NaN,25
EXTR.out,NaN,50
EXPI.out,NaN,36
EXEL.out,NaN,50
EXC.out,NaN,50
EXAS.out,NaN,50
EVOP.out,NaN,3
EVH.out,NaN,15
EVBG.out,NaN,10
EURN.out,NaN,30
ETSY.out,NaN,16
ET.out,NaN,50
ESTC.out,NaN,4
ESTA.out,NaN,2
ESPR.out,NaN,26
ESNT.out,NaN,21
ESI.out,NaN,21
ERI.out,NaN,18
EQIX.out,NaN,50
EPAY.out,NaN,50
EOLS.out,NaN,4
ENTA.out,NaN,26
ENR.out,NaN,15
ENPH.out,NaN,31
ELY.out,NaN,50
ELLI.out,NaN,35
ELAN.out,NaN,3
EIGI.out,NaN,21
EIDX.out,NaN,4
EHIC.out,NaN,11
EHC.out,NaN,50
EGRX.out,NaN,21
EGHT.out,NaN,50
EFII.out,NaN,50
EEX.out,NaN,7
EDIT.out,NaN,12
EBSB.out,NaN,46
EAF.out,NaN,50
DXCM.out,NaN,50
DVAX.out,NaN,50
DRNA.out,NaN,22
DOOR.out,NaN,28
DOOO.out,NaN,22
DOMO.out,NaN,2
DOCU.out,NaN,7
DOC.out,NaN,23
DNLI.out,NaN,6
DISCK.out,NaN,50
DISCB.out,NaN,50
DISCA.out,NaN,50
DEI.out,NaN,49
DEA.out,NaN,16
DDD.out,NaN,50
DCPH.out,NaN,5
DBX.out,NaN,4
DATA.out,NaN,23
DAN.out,NaN,50
CYD.out,NaN,50
CXO.out,NaN,50
CWK.out,NaN,4
CWH.out,NaN,8
CVLT.out,NaN,50
CVIA.out,NaN,2
CUBE.out,NaN,50
CTMX.out,NaN,14
CTLT.out,NaN,18
CTB.out,NaN,50
CSTM.out,NaN,25
CSOD.out,NaN,35
CSII.out,NaN,50
CRON.out,NaN,18
CRNX.out,NaN,2
CRMT.out,NaN,50
CRM.out,NaN,50
CRL.out,NaN,50
CRCM.out,NaN,19
CRAY.out,NaN,50
CPLG.out,NaN,2
CPK.out,NaN,50
COWN.out,NaN,50
COUP.out,NaN,9
COTY.out,NaN,23
CORT.out,NaN,50
COR.out,NaN,33
COMM.out,NaN,21
COLL.out,NaN,15
COLD.out,NaN,8
CODI.out,NaN,50
CNNE.out,NaN,4
CNDT.out,NaN,9
CNC.out,NaN,50
CMTA.out,NaN,6
CMS.out,NaN,50
CMO.out,NaN,50
CLXT.out,NaN,5
CLVS.out,NaN,32
CLS.out,NaN,50
CLNY.out,NaN,37
CLNC.out,NaN,4
CLDT.out,NaN,35
CLDR.out,NaN,7
CLBK.out,NaN,3
CIVI.out,NaN,18
CISN.out,NaN,13
CIM.out,NaN,44
CIC.out,NaN,3
CHTR.out,NaN,50
CHSP.out,NaN,36
CHRS.out,NaN,18
CHGG.out,NaN,24
CHCT.out,NaN,15
CG.out,NaN,27
CGC.out,NaN,37
CFX.out,NaN,50
CERS.out,NaN,50
CEQP.out,NaN,50
CEIX.out,NaN,5
CEA.out,NaN,38
CDXS.out,NaN,40
CDNA.out,NaN,18
CDEV.out,NaN,12
CDAY.out,NaN,5
CCXI.out,NaN,27
CC.out,NaN,15
CCOI.out,NaN,50
CCI.out,NaN,50
CBPX.out,NaN,20
CBM.out,NaN,50
CBLK.out,NaN,6
CBD.out,NaN,50
CBAY.out,NaN,20
CATM.out,NaN,50
CAR.out,NaN,50
CARB.out,NaN,34
CARA.out,NaN,22
CAPL.out,NaN,25
CALM.out,NaN,50
CAAP.out,NaN,3
BY.out,NaN,7
BYD.out,NaN,50
BWXT.out,NaN,38
BV.out,NaN,3
BURL.out,NaN,21
BSTC.out,NaN,50
BSM.out,NaN,15
BRY.out,NaN,4
BRX.out,NaN,21
BPR.out,NaN,50
BPMP.out,NaN,5
BPMC.out,NaN,15
BOX.out,NaN,17
BOOT.out,NaN,19
BOMN.out,NaN,14
BOLD.out,NaN,10
BNFT.out,NaN,26
BMRN.out,NaN,50
BMI.out,NaN,50
BMCH.out,NaN,23
BLUE.out,NaN,23
BL.out,NaN,9
BLDP.out,NaN,50
BLBD.out,NaN,21
BKD.out,NaN,50
BITA.out,NaN,33
BIP.out,NaN,45
BILI.out,NaN,4
BID.out,NaN,50
BHVN.out,NaN,8
BHLB.out,NaN,50
BHGE.out,NaN,6
BHF.out,NaN,6
BHC.out,NaN,50
BHBK.out,NaN,18
BGNE.out,NaN,12
BGG.out,NaN,50
BGCP.out,NaN,50
BERY.out,NaN,27
BE.out,NaN,4
BEAT.out,NaN,50
BDN.out,NaN,50
BCRX.out,NaN,50
BCOR.out,NaN,50
BBX.out,NaN,50
BBU.out,NaN,11
BBD.out,NaN,50
BBDO.out,NaN,50
BAK.out,NaN,50
AZPN.out,NaN,50
AYX.out,NaN,8
AY.out,NaN,19
AXTA.out,NaN,17
AXL.out,NaN,50
AXGN.out,NaN,50
AXDX.out,NaN,50
AWK.out,NaN,50
AVYA.out,NaN,6
AVNS.out,NaN,17
AVLR.out,NaN,4
AUY.out,NaN,50
AUPH.out,NaN,50
ATVI.out,NaN,50
ATUS.out,NaN,8
ATTU.out,NaN,50
ATRS.out,NaN,50
ATRC.out,NaN,50
ATRA.out,NaN,18
ATNX.out,NaN,6
ATEN.out,NaN,23
ASND.out,NaN,16
ASMB.out,NaN,37
ARWR.out,NaN,50
ARRY.out,NaN,50
ARR.out,NaN,46
AR.out,NaN,21
ARNA.out,NaN,50
ARGX.out,NaN,15
ARD.out,NaN,8
APU.out,NaN,50
APTS.out,NaN,32
APPN.out,NaN,8
APPF.out,NaN,15
APO.out,NaN,36
APLS.out,NaN,6
APHA.out,NaN,28
ANIP.out,NaN,50
ANGI.out,NaN,32
ANAB.out,NaN,8
AMRX.out,NaN,3
AMRN.out,NaN,50
AM.out,NaN,17
AMH.out,NaN,25
AMGP.out,NaN,7
AMEH.out,NaN,50
AMAG.out,NaN,50
ALX.out,NaN,50
ALXN.out,NaN,50
ALTR.out,NaN,5
ALTM.out,NaN,8
ALRM.out,NaN,15
AL.out,NaN,34
ALNY.out,NaN,50
ALLY.out,NaN,36
ALLK.out,NaN,2
ALKS.out,NaN,50
ALK.out,NaN,50
ALGT.out,NaN,50
ALGN.out,NaN,50
ALDR.out,NaN,22
AKRX.out,NaN,50
AKCA.out,NaN,7
AKBA.out,NaN,22
AJRD.out,NaN,50
AIV.out,NaN,50
AIMT.out,NaN,15
AGX.out,NaN,50
AGS.out,NaN,5
AGRO.out,NaN,34
AG.out,NaN,50
AGM.out,NaN,50
AGM.A.out,NaN,50
AGIO.out,NaN,22
AFIN.out,NaN,9
AES.out,NaN,50
AERI.out,NaN,21
ADT.out,NaN,4
ADSW.out,NaN,12
AC.out,NaN,14
ACOR.out,NaN,50
ACM.out,NaN,50
ACC.out,NaN,50
ACB.out,NaN,46
ACAD.out,NaN,50
ABMD.out,NaN,50
AA.out,NaN,9
